freq (Hz),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 20  (V / sqrt(Hz)),mcparamset ,/R2/MINUS Vcm -0.5  (A),/R2/MINUS Vcm 0  (A),/R2/MINUS Vcm 0.5  (A)
251.189E3,1.07467E-9,1.07868E-9,1.09761E-9,1.07122E-9,1.09335E-9,1.08941E-9,1.08911E-9,1.07770E-9,1.06612E-9,1.10227E-9,1.07843E-9,1.08101E-9,1.09689E-9,1.08456E-9,1.07311E-9,1.09486E-9,1.08996E-9,1.07139E-9,1.09346E-9,1.07974E-9,1.07134E-9,1.07534E-9,1.09425E-9,1.06786E-9,1.08998E-9,1.08607E-9,1.08575E-9,1.07436E-9,1.06279E-9,1.09891E-9,1.07507E-9,1.07764E-9,1.09353E-9,1.08119E-9,1.06977E-9,1.09149E-9,1.08659E-9,1.06806E-9,1.09010E-9,1.07641E-9,1.06821E-9,1.07218E-9,1.09108E-9,1.06470E-9,1.08679E-9,1.08293E-9,1.08257E-9,1.07120E-9,1.05965E-9,1.09575E-9,1.07189E-9,1.07446E-9,1.09036E-9,1.07802E-9,1.06661E-9,1.08831E-9,1.08341E-9,1.06492E-9,1.08692E-9,1.07327E-9, , , , 
316.228E3,1.07467E-9,1.07868E-9,1.09760E-9,1.07121E-9,1.09333E-9,1.08937E-9,1.08907E-9,1.07770E-9,1.06612E-9,1.10226E-9,1.07843E-9,1.08100E-9,1.09687E-9,1.08455E-9,1.07311E-9,1.09485E-9,1.08996E-9,1.07137E-9,1.09345E-9,1.07973E-9,1.07134E-9,1.07533E-9,1.09424E-9,1.06786E-9,1.08996E-9,1.08603E-9,1.08570E-9,1.07435E-9,1.06279E-9,1.09890E-9,1.07506E-9,1.07764E-9,1.09351E-9,1.08118E-9,1.06976E-9,1.09148E-9,1.08659E-9,1.06804E-9,1.09009E-9,1.07640E-9,1.06821E-9,1.07217E-9,1.09107E-9,1.06469E-9,1.08678E-9,1.08288E-9,1.08253E-9,1.07120E-9,1.05965E-9,1.09574E-9,1.07189E-9,1.07446E-9,1.09034E-9,1.07801E-9,1.06660E-9,1.08830E-9,1.08341E-9,1.06490E-9,1.08692E-9,1.07326E-9, , , , 
398.107E3,1.07466E-9,1.07868E-9,1.09760E-9,1.07121E-9,1.09331E-9,1.08934E-9,1.08904E-9,1.07769E-9,1.06611E-9,1.10225E-9,1.07843E-9,1.08100E-9,1.09685E-9,1.08454E-9,1.07311E-9,1.09484E-9,1.08995E-9,1.07136E-9,1.09345E-9,1.07973E-9,1.07134E-9,1.07533E-9,1.09423E-9,1.06786E-9,1.08994E-9,1.08600E-9,1.08567E-9,1.07435E-9,1.06278E-9,1.09889E-9,1.07506E-9,1.07763E-9,1.09349E-9,1.08118E-9,1.06976E-9,1.09148E-9,1.08658E-9,1.06803E-9,1.09009E-9,1.07640E-9,1.06821E-9,1.07217E-9,1.09106E-9,1.06469E-9,1.08676E-9,1.08285E-9,1.08250E-9,1.07119E-9,1.05964E-9,1.09573E-9,1.07189E-9,1.07446E-9,1.09032E-9,1.07801E-9,1.06660E-9,1.08829E-9,1.08340E-9,1.06489E-9,1.08692E-9,1.07325E-9, , , , 
501.187E3,1.07466E-9,1.07868E-9,1.09759E-9,1.07121E-9,1.09330E-9,1.08931E-9,1.08901E-9,1.07769E-9,1.06611E-9,1.10224E-9,1.07843E-9,1.08100E-9,1.09684E-9,1.08454E-9,1.07311E-9,1.09484E-9,1.08995E-9,1.07134E-9,1.09345E-9,1.07972E-9,1.07134E-9,1.07533E-9,1.09423E-9,1.06786E-9,1.08993E-9,1.08597E-9,1.08565E-9,1.07435E-9,1.06278E-9,1.09889E-9,1.07506E-9,1.07763E-9,1.09348E-9,1.08117E-9,1.06976E-9,1.09147E-9,1.08658E-9,1.06802E-9,1.09008E-9,1.07639E-9,1.06820E-9,1.07217E-9,1.09105E-9,1.06469E-9,1.08675E-9,1.08283E-9,1.08248E-9,1.07119E-9,1.05964E-9,1.09572E-9,1.07189E-9,1.07445E-9,1.09031E-9,1.07800E-9,1.06660E-9,1.08829E-9,1.08340E-9,1.06488E-9,1.08691E-9,1.07325E-9, , , , 
630.957E3,1.07466E-9,1.07867E-9,1.09759E-9,1.07121E-9,1.09330E-9,1.08930E-9,1.08900E-9,1.07769E-9,1.06611E-9,1.10224E-9,1.07843E-9,1.08100E-9,1.09683E-9,1.08453E-9,1.07311E-9,1.09484E-9,1.08995E-9,1.07134E-9,1.09344E-9,1.07972E-9,1.07134E-9,1.07533E-9,1.09423E-9,1.06785E-9,1.08992E-9,1.08596E-9,1.08563E-9,1.07435E-9,1.06278E-9,1.09888E-9,1.07506E-9,1.07763E-9,1.09347E-9,1.08117E-9,1.06976E-9,1.09147E-9,1.08658E-9,1.06801E-9,1.09008E-9,1.07639E-9,1.06820E-9,1.07217E-9,1.09105E-9,1.06469E-9,1.08674E-9,1.08281E-9,1.08246E-9,1.07119E-9,1.05964E-9,1.09572E-9,1.07189E-9,1.07445E-9,1.09030E-9,1.07800E-9,1.06660E-9,1.08829E-9,1.08340E-9,1.06487E-9,1.08691E-9,1.07324E-9, , , , 
794.328E3,1.07466E-9,1.07867E-9,1.09759E-9,1.07121E-9,1.09329E-9,1.08928E-9,1.08898E-9,1.07769E-9,1.06611E-9,1.10224E-9,1.07843E-9,1.08100E-9,1.09683E-9,1.08453E-9,1.07311E-9,1.09484E-9,1.08995E-9,1.07133E-9,1.09344E-9,1.07972E-9,1.07134E-9,1.07533E-9,1.09422E-9,1.06785E-9,1.08992E-9,1.08594E-9,1.08562E-9,1.07435E-9,1.06278E-9,1.09888E-9,1.07506E-9,1.07763E-9,1.09347E-9,1.08117E-9,1.06976E-9,1.09147E-9,1.08658E-9,1.06800E-9,1.09008E-9,1.07639E-9,1.06820E-9,1.07217E-9,1.09105E-9,1.06469E-9,1.08674E-9,1.08279E-9,1.08245E-9,1.07119E-9,1.05964E-9,1.09572E-9,1.07189E-9,1.07445E-9,1.09030E-9,1.07800E-9,1.06660E-9,1.08829E-9,1.08340E-9,1.06486E-9,1.08691E-9,1.07324E-9, , , , 
1.00000E6,1.07466E-9,1.07868E-9,1.09759E-9,1.07121E-9,1.09329E-9,1.08927E-9,1.08898E-9,1.07769E-9,1.06611E-9,1.10224E-9,1.07843E-9,1.08100E-9,1.09682E-9,1.08453E-9,1.07311E-9,1.09484E-9,1.08995E-9,1.07133E-9,1.09345E-9,1.07972E-9,1.07134E-9,1.07533E-9,1.09422E-9,1.06786E-9,1.08992E-9,1.08593E-9,1.08561E-9,1.07435E-9,1.06278E-9,1.09888E-9,1.07507E-9,1.07763E-9,1.09346E-9,1.08117E-9,1.06976E-9,1.09147E-9,1.08658E-9,1.06800E-9,1.09008E-9,1.07639E-9,1.06821E-9,1.07217E-9,1.09105E-9,1.06469E-9,1.08673E-9,1.08278E-9,1.08244E-9,1.07119E-9,1.05964E-9,1.09572E-9,1.07189E-9,1.07445E-9,1.09030E-9,1.07800E-9,1.06660E-9,1.08829E-9,1.08340E-9,1.06486E-9,1.08691E-9,1.07324E-9, , , , 
1.25893E6,1.07467E-9,1.07868E-9,1.09759E-9,1.07121E-9,1.09329E-9,1.08927E-9,1.08897E-9,1.07769E-9,1.06611E-9,1.10224E-9,1.07843E-9,1.08100E-9,1.09683E-9,1.08453E-9,1.07311E-9,1.09484E-9,1.08995E-9,1.07133E-9,1.09345E-9,1.07972E-9,1.07134E-9,1.07533E-9,1.09423E-9,1.06786E-9,1.08992E-9,1.08593E-9,1.08561E-9,1.07435E-9,1.06278E-9,1.09888E-9,1.07507E-9,1.07764E-9,1.09347E-9,1.08117E-9,1.06977E-9,1.09147E-9,1.08658E-9,1.06800E-9,1.09009E-9,1.07639E-9,1.06821E-9,1.07217E-9,1.09105E-9,1.06469E-9,1.08673E-9,1.08278E-9,1.08244E-9,1.07119E-9,1.05964E-9,1.09572E-9,1.07189E-9,1.07446E-9,1.09030E-9,1.07800E-9,1.06661E-9,1.08829E-9,1.08340E-9,1.06486E-9,1.08692E-9,1.07324E-9, , , , 
1.58489E6,1.07467E-9,1.07868E-9,1.09759E-9,1.07122E-9,1.09329E-9,1.08927E-9,1.08897E-9,1.07770E-9,1.06612E-9,1.10224E-9,1.07844E-9,1.08101E-9,1.09683E-9,1.08454E-9,1.07312E-9,1.09485E-9,1.08996E-9,1.07133E-9,1.09345E-9,1.07972E-9,1.07135E-9,1.07534E-9,1.09423E-9,1.06786E-9,1.08992E-9,1.08593E-9,1.08561E-9,1.07435E-9,1.06279E-9,1.09889E-9,1.07507E-9,1.07764E-9,1.09347E-9,1.08117E-9,1.06977E-9,1.09148E-9,1.08659E-9,1.06800E-9,1.09009E-9,1.07639E-9,1.06821E-9,1.07218E-9,1.09106E-9,1.06470E-9,1.08674E-9,1.08278E-9,1.08244E-9,1.07120E-9,1.05965E-9,1.09572E-9,1.07190E-9,1.07446E-9,1.09030E-9,1.07800E-9,1.06661E-9,1.08830E-9,1.08341E-9,1.06486E-9,1.08692E-9,1.07325E-9, , , , 
1.99526E6,1.07468E-9,1.07869E-9,1.09760E-9,1.07122E-9,1.09330E-9,1.08927E-9,1.08898E-9,1.07771E-9,1.06613E-9,1.10225E-9,1.07845E-9,1.08101E-9,1.09684E-9,1.08454E-9,1.07313E-9,1.09485E-9,1.08996E-9,1.07133E-9,1.09346E-9,1.07973E-9,1.07135E-9,1.07534E-9,1.09424E-9,1.06787E-9,1.08992E-9,1.08593E-9,1.08561E-9,1.07436E-9,1.06280E-9,1.09890E-9,1.07508E-9,1.07765E-9,1.09348E-9,1.08118E-9,1.06978E-9,1.09148E-9,1.08659E-9,1.06801E-9,1.09010E-9,1.07640E-9,1.06822E-9,1.07219E-9,1.09107E-9,1.06470E-9,1.08674E-9,1.08278E-9,1.08244E-9,1.07121E-9,1.05965E-9,1.09573E-9,1.07191E-9,1.07447E-9,1.09031E-9,1.07801E-9,1.06662E-9,1.08830E-9,1.08341E-9,1.06487E-9,1.08693E-9,1.07326E-9, , , , 
2.51189E6,1.07470E-9,1.07871E-9,1.09762E-9,1.07124E-9,1.09331E-9,1.08928E-9,1.08899E-9,1.07772E-9,1.06614E-9,1.10227E-9,1.07846E-9,1.08103E-9,1.09685E-9,1.08456E-9,1.07314E-9,1.09487E-9,1.08998E-9,1.07134E-9,1.09348E-9,1.07974E-9,1.07137E-9,1.07536E-9,1.09426E-9,1.06789E-9,1.08994E-9,1.08594E-9,1.08563E-9,1.07438E-9,1.06281E-9,1.09891E-9,1.07510E-9,1.07766E-9,1.09349E-9,1.08119E-9,1.06980E-9,1.09150E-9,1.08661E-9,1.06802E-9,1.09012E-9,1.07641E-9,1.06824E-9,1.07220E-9,1.09108E-9,1.06472E-9,1.08675E-9,1.08279E-9,1.08245E-9,1.07122E-9,1.05967E-9,1.09575E-9,1.07192E-9,1.07448E-9,1.09032E-9,1.07802E-9,1.06663E-9,1.08832E-9,1.08343E-9,1.06488E-9,1.08695E-9,1.07327E-9, , , , 
3.16228E6,1.07472E-9,1.07873E-9,1.09764E-9,1.07126E-9,1.09333E-9,1.08929E-9,1.08901E-9,1.07774E-9,1.06616E-9,1.10229E-9,1.07848E-9,1.08105E-9,1.09688E-9,1.08458E-9,1.07317E-9,1.09489E-9,1.09000E-9,1.07136E-9,1.09350E-9,1.07976E-9,1.07139E-9,1.07538E-9,1.09428E-9,1.06791E-9,1.08996E-9,1.08595E-9,1.08565E-9,1.07440E-9,1.06283E-9,1.09894E-9,1.07512E-9,1.07769E-9,1.09352E-9,1.08121E-9,1.06982E-9,1.09152E-9,1.08663E-9,1.06803E-9,1.09014E-9,1.07643E-9,1.06826E-9,1.07222E-9,1.09111E-9,1.06474E-9,1.08677E-9,1.08280E-9,1.08248E-9,1.07124E-9,1.05969E-9,1.09577E-9,1.07194E-9,1.07451E-9,1.09035E-9,1.07804E-9,1.06666E-9,1.08834E-9,1.08345E-9,1.06489E-9,1.08697E-9,1.07329E-9, , , , 
3.98107E6,1.07475E-9,1.07876E-9,1.09769E-9,1.07130E-9,1.09336E-9,1.08932E-9,1.08905E-9,1.07778E-9,1.06619E-9,1.10233E-9,1.07852E-9,1.08109E-9,1.09693E-9,1.08461E-9,1.07320E-9,1.09492E-9,1.09003E-9,1.07139E-9,1.09354E-9,1.07979E-9,1.07143E-9,1.07541E-9,1.09432E-9,1.06795E-9,1.08999E-9,1.08598E-9,1.08569E-9,1.07443E-9,1.06286E-9,1.09898E-9,1.07515E-9,1.07772E-9,1.09356E-9,1.08125E-9,1.06985E-9,1.09155E-9,1.08666E-9,1.06806E-9,1.09018E-9,1.07646E-9,1.06829E-9,1.07225E-9,1.09115E-9,1.06478E-9,1.08681E-9,1.08283E-9,1.08251E-9,1.07128E-9,1.05972E-9,1.09581E-9,1.07197E-9,1.07454E-9,1.09040E-9,1.07808E-9,1.06669E-9,1.08837E-9,1.08348E-9,1.06492E-9,1.08701E-9,1.07332E-9, , , , 
5.01187E6,1.07481E-9,1.07882E-9,1.09775E-9,1.07136E-9,1.09342E-9,1.08937E-9,1.08911E-9,1.07783E-9,1.06625E-9,1.10240E-9,1.07857E-9,1.08114E-9,1.09699E-9,1.08467E-9,1.07326E-9,1.09498E-9,1.09009E-9,1.07144E-9,1.09360E-9,1.07984E-9,1.07148E-9,1.07547E-9,1.09439E-9,1.06800E-9,1.09004E-9,1.08603E-9,1.08574E-9,1.07449E-9,1.06291E-9,1.09904E-9,1.07521E-9,1.07778E-9,1.09363E-9,1.08130E-9,1.06991E-9,1.09161E-9,1.08672E-9,1.06811E-9,1.09024E-9,1.07651E-9,1.06835E-9,1.07231E-9,1.09121E-9,1.06484E-9,1.08686E-9,1.08288E-9,1.08257E-9,1.07133E-9,1.05977E-9,1.09588E-9,1.07203E-9,1.07460E-9,1.09046E-9,1.07813E-9,1.06675E-9,1.08843E-9,1.08354E-9,1.06497E-9,1.08707E-9,1.07337E-9, , , , 
6.30957E6,1.07490E-9,1.07890E-9,1.09785E-9,1.07145E-9,1.09350E-9,1.08946E-9,1.08920E-9,1.07792E-9,1.06633E-9,1.10250E-9,1.07866E-9,1.08123E-9,1.09710E-9,1.08475E-9,1.07335E-9,1.09507E-9,1.09018E-9,1.07151E-9,1.09370E-9,1.07992E-9,1.07157E-9,1.07555E-9,1.09449E-9,1.06810E-9,1.09013E-9,1.08611E-9,1.08584E-9,1.07457E-9,1.06300E-9,1.09914E-9,1.07529E-9,1.07786E-9,1.09374E-9,1.08139E-9,1.07000E-9,1.09170E-9,1.08681E-9,1.06818E-9,1.09034E-9,1.07659E-9,1.06844E-9,1.07239E-9,1.09131E-9,1.06493E-9,1.08695E-9,1.08296E-9,1.08267E-9,1.07141E-9,1.05985E-9,1.09598E-9,1.07211E-9,1.07468E-9,1.09057E-9,1.07821E-9,1.06684E-9,1.08852E-9,1.08363E-9,1.06504E-9,1.08717E-9,1.07345E-9, , , , 
7.94328E6,1.07504E-9,1.07904E-9,1.09801E-9,1.07159E-9,1.09364E-9,1.08959E-9,1.08935E-9,1.07805E-9,1.06646E-9,1.10265E-9,1.07879E-9,1.08137E-9,1.09728E-9,1.08488E-9,1.07349E-9,1.09521E-9,1.09032E-9,1.07163E-9,1.09385E-9,1.08005E-9,1.07171E-9,1.07569E-9,1.09464E-9,1.06824E-9,1.09027E-9,1.08624E-9,1.08599E-9,1.07471E-9,1.06312E-9,1.09930E-9,1.07543E-9,1.07800E-9,1.09391E-9,1.08152E-9,1.07014E-9,1.09184E-9,1.08694E-9,1.06830E-9,1.09049E-9,1.07671E-9,1.06858E-9,1.07253E-9,1.09147E-9,1.06507E-9,1.08708E-9,1.08309E-9,1.08281E-9,1.07155E-9,1.05998E-9,1.09613E-9,1.07225E-9,1.07482E-9,1.09074E-9,1.07835E-9,1.06698E-9,1.08866E-9,1.08376E-9,1.06516E-9,1.08732E-9,1.07357E-9, , , , 
10.0000E6,1.07526E-9,1.07925E-9,1.09826E-9,1.07181E-9,1.09386E-9,1.08979E-9,1.08958E-9,1.07827E-9,1.06666E-9,1.10290E-9,1.07900E-9,1.08158E-9,1.09754E-9,1.08510E-9,1.07371E-9,1.09543E-9,1.09053E-9,1.07182E-9,1.09409E-9,1.08025E-9,1.07193E-9,1.07590E-9,1.09489E-9,1.06846E-9,1.09049E-9,1.08645E-9,1.08621E-9,1.07492E-9,1.06333E-9,1.09954E-9,1.07564E-9,1.07821E-9,1.09418E-9,1.08173E-9,1.07036E-9,1.09206E-9,1.08716E-9,1.06849E-9,1.09073E-9,1.07691E-9,1.06880E-9,1.07274E-9,1.09171E-9,1.06529E-9,1.08730E-9,1.08330E-9,1.08304E-9,1.07176E-9,1.06018E-9,1.09637E-9,1.07246E-9,1.07503E-9,1.09101E-9,1.07856E-9,1.06720E-9,1.08888E-9,1.08398E-9,1.06535E-9,1.08755E-9,1.07377E-9, , , , 
12.5893E6,1.07560E-9,1.07959E-9,1.09864E-9,1.07216E-9,1.09421E-9,1.09013E-9,1.08993E-9,1.07860E-9,1.06698E-9,1.10328E-9,1.07934E-9,1.08192E-9,1.09795E-9,1.08543E-9,1.07406E-9,1.09579E-9,1.09088E-9,1.07212E-9,1.09446E-9,1.08056E-9,1.07227E-9,1.07623E-9,1.09527E-9,1.06880E-9,1.09083E-9,1.08678E-9,1.08656E-9,1.07525E-9,1.06365E-9,1.09991E-9,1.07597E-9,1.07854E-9,1.09458E-9,1.08206E-9,1.07071E-9,1.09241E-9,1.08750E-9,1.06879E-9,1.09110E-9,1.07722E-9,1.06914E-9,1.07307E-9,1.09209E-9,1.06563E-9,1.08765E-9,1.08363E-9,1.08338E-9,1.07209E-9,1.06050E-9,1.09675E-9,1.07279E-9,1.07536E-9,1.09141E-9,1.07889E-9,1.06754E-9,1.08922E-9,1.08432E-9,1.06564E-9,1.08792E-9,1.07408E-9, , , , 
15.8489E6,1.07614E-9,1.08011E-9,1.09923E-9,1.07270E-9,1.09477E-9,1.09066E-9,1.09047E-9,1.07913E-9,1.06749E-9,1.10386E-9,1.07986E-9,1.08244E-9,1.09859E-9,1.08596E-9,1.07460E-9,1.09634E-9,1.09142E-9,1.07260E-9,1.09504E-9,1.08105E-9,1.07281E-9,1.07675E-9,1.09586E-9,1.06933E-9,1.09138E-9,1.08731E-9,1.08709E-9,1.07577E-9,1.06415E-9,1.10050E-9,1.07648E-9,1.07906E-9,1.09521E-9,1.08258E-9,1.07124E-9,1.09296E-9,1.08804E-9,1.06926E-9,1.09167E-9,1.07771E-9,1.06967E-9,1.07359E-9,1.09268E-9,1.06616E-9,1.08820E-9,1.08415E-9,1.08391E-9,1.07261E-9,1.06100E-9,1.09733E-9,1.07330E-9,1.07588E-9,1.09204E-9,1.07941E-9,1.06808E-9,1.08977E-9,1.08485E-9,1.06612E-9,1.08849E-9,1.07456E-9, , , , 
19.9526E6,1.07698E-9,1.08094E-9,1.10016E-9,1.07353E-9,1.09565E-9,1.09151E-9,1.09130E-9,1.07996E-9,1.06829E-9,1.10478E-9,1.08068E-9,1.08325E-9,1.09957E-9,1.08679E-9,1.07544E-9,1.09722E-9,1.09227E-9,1.07336E-9,1.09594E-9,1.08183E-9,1.07364E-9,1.07758E-9,1.09677E-9,1.07016E-9,1.09226E-9,1.08815E-9,1.08792E-9,1.07660E-9,1.06494E-9,1.10140E-9,1.07730E-9,1.07987E-9,1.09619E-9,1.08341E-9,1.07208E-9,1.09383E-9,1.08889E-9,1.07001E-9,1.09256E-9,1.07848E-9,1.07050E-9,1.07441E-9,1.09359E-9,1.06699E-9,1.08907E-9,1.08500E-9,1.08473E-9,1.07343E-9,1.06179E-9,1.09823E-9,1.07411E-9,1.07668E-9,1.09301E-9,1.08023E-9,1.06891E-9,1.09064E-9,1.08570E-9,1.06686E-9,1.08938E-9,1.07533E-9, , , , 
25.1189E6,1.07830E-9,1.08225E-9,1.10160E-9,1.07484E-9,1.09704E-9,1.09286E-9,1.09258E-9,1.08126E-9,1.06953E-9,1.10620E-9,1.08196E-9,1.08452E-9,1.10110E-9,1.08810E-9,1.07676E-9,1.09859E-9,1.09362E-9,1.07456E-9,1.09734E-9,1.08305E-9,1.07495E-9,1.07887E-9,1.09820E-9,1.07146E-9,1.09364E-9,1.08949E-9,1.08919E-9,1.07789E-9,1.06617E-9,1.10282E-9,1.07857E-9,1.08113E-9,1.09771E-9,1.08471E-9,1.07339E-9,1.09520E-9,1.09022E-9,1.07120E-9,1.09395E-9,1.07970E-9,1.07181E-9,1.07571E-9,1.09502E-9,1.06828E-9,1.09044E-9,1.08633E-9,1.08600E-9,1.07473E-9,1.06302E-9,1.09964E-9,1.07538E-9,1.07793E-9,1.09453E-9,1.08153E-9,1.07022E-9,1.09200E-9,1.08703E-9,1.06805E-9,1.09077E-9,1.07654E-9, , , , 
31.6228E6,1.08037E-9,1.08430E-9,1.10385E-9,1.07689E-9,1.09924E-9,1.09500E-9,1.09457E-9,1.08331E-9,1.07150E-9,1.10842E-9,1.08398E-9,1.08651E-9,1.10348E-9,1.09017E-9,1.07883E-9,1.10077E-9,1.09573E-9,1.07645E-9,1.09954E-9,1.08498E-9,1.07700E-9,1.08091E-9,1.10044E-9,1.07349E-9,1.09582E-9,1.09162E-9,1.09116E-9,1.07993E-9,1.06812E-9,1.10502E-9,1.08058E-9,1.08310E-9,1.10008E-9,1.08676E-9,1.07544E-9,1.09735E-9,1.09232E-9,1.07308E-9,1.09613E-9,1.08161E-9,1.07386E-9,1.07774E-9,1.09725E-9,1.07031E-9,1.09262E-9,1.08845E-9,1.08796E-9,1.07676E-9,1.06496E-9,1.10184E-9,1.07738E-9,1.07990E-9,1.09689E-9,1.08358E-9,1.07227E-9,1.09415E-9,1.08913E-9,1.06992E-9,1.09295E-9,1.07845E-9, , , , 
