freq (Hz),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm -0.5 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0 mcparamset 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) Vcm 0.5 mcparamset 20  (V / sqrt(Hz))
398.107E3,1.11300E-9,1.10609E-9,1.14454E-9,1.12318E-9,1.12022E-9,1.10618E-9,1.12296E-9,1.11792E-9,1.11644E-9,1.10566E-9,1.13138E-9,1.10815E-9,1.12413E-9,1.11622E-9,1.11251E-9,1.11302E-9,1.12925E-9,1.11517E-9,1.10793E-9,1.09180E-9,1.10958E-9,1.10265E-9,1.14106E-9,1.11972E-9,1.11674E-9,1.10275E-9,1.11950E-9,1.11448E-9,1.11300E-9,1.10219E-9,1.12790E-9,1.10468E-9,1.12069E-9,1.11275E-9,1.10906E-9,1.10958E-9,1.12577E-9,1.11174E-9,1.10446E-9,1.08838E-9,1.10636E-9,1.09941E-9,1.13778E-9,1.11644E-9,1.11346E-9,1.09952E-9,1.11623E-9,1.11123E-9,1.10976E-9,1.09892E-9,1.12462E-9,1.10140E-9,1.11745E-9,1.10947E-9,1.10580E-9,1.10632E-9,1.12249E-9,1.10850E-9,1.10120E-9,1.08516E-9
501.187E3,1.11299E-9,1.10608E-9,1.14453E-9,1.12317E-9,1.12021E-9,1.10616E-9,1.12295E-9,1.11792E-9,1.11644E-9,1.10566E-9,1.13138E-9,1.10815E-9,1.12412E-9,1.11621E-9,1.11251E-9,1.11299E-9,1.12925E-9,1.11517E-9,1.10792E-9,1.09179E-9,1.10957E-9,1.10264E-9,1.14105E-9,1.11971E-9,1.11674E-9,1.10273E-9,1.11949E-9,1.11447E-9,1.11300E-9,1.10219E-9,1.12790E-9,1.10467E-9,1.12067E-9,1.11274E-9,1.10905E-9,1.10954E-9,1.12577E-9,1.11173E-9,1.10446E-9,1.08838E-9,1.10635E-9,1.09939E-9,1.13777E-9,1.11643E-9,1.11346E-9,1.09950E-9,1.11622E-9,1.11123E-9,1.10976E-9,1.09892E-9,1.12462E-9,1.10139E-9,1.11743E-9,1.10947E-9,1.10579E-9,1.10629E-9,1.12249E-9,1.10850E-9,1.10119E-9,1.08515E-9
630.957E3,1.11299E-9,1.10607E-9,1.14452E-9,1.12317E-9,1.12021E-9,1.10614E-9,1.12295E-9,1.11791E-9,1.11643E-9,1.10566E-9,1.13137E-9,1.10814E-9,1.12410E-9,1.11621E-9,1.11250E-9,1.11297E-9,1.12925E-9,1.11516E-9,1.10792E-9,1.09179E-9,1.10956E-9,1.10263E-9,1.14104E-9,1.11970E-9,1.11673E-9,1.10271E-9,1.11948E-9,1.11447E-9,1.11299E-9,1.10219E-9,1.12789E-9,1.10467E-9,1.12066E-9,1.11274E-9,1.10905E-9,1.10952E-9,1.12577E-9,1.11173E-9,1.10446E-9,1.08837E-9,1.10634E-9,1.09939E-9,1.13776E-9,1.11643E-9,1.11346E-9,1.09948E-9,1.11621E-9,1.11123E-9,1.10975E-9,1.09891E-9,1.12461E-9,1.10139E-9,1.11742E-9,1.10946E-9,1.10579E-9,1.10627E-9,1.12249E-9,1.10849E-9,1.10119E-9,1.08515E-9
794.328E3,1.11298E-9,1.10607E-9,1.14452E-9,1.12317E-9,1.12021E-9,1.10613E-9,1.12295E-9,1.11791E-9,1.11643E-9,1.10566E-9,1.13137E-9,1.10814E-9,1.12409E-9,1.11621E-9,1.11250E-9,1.11295E-9,1.12925E-9,1.11516E-9,1.10792E-9,1.09178E-9,1.10956E-9,1.10263E-9,1.14104E-9,1.11970E-9,1.11673E-9,1.10270E-9,1.11948E-9,1.11447E-9,1.11299E-9,1.10218E-9,1.12789E-9,1.10467E-9,1.12065E-9,1.11274E-9,1.10905E-9,1.10950E-9,1.12577E-9,1.11173E-9,1.10446E-9,1.08837E-9,1.10634E-9,1.09938E-9,1.13776E-9,1.11642E-9,1.11346E-9,1.09947E-9,1.11621E-9,1.11123E-9,1.10975E-9,1.09891E-9,1.12461E-9,1.10139E-9,1.11741E-9,1.10946E-9,1.10578E-9,1.10625E-9,1.12249E-9,1.10849E-9,1.10119E-9,1.08514E-9
1.00000E6,1.11299E-9,1.10607E-9,1.14452E-9,1.12317E-9,1.12021E-9,1.10612E-9,1.12295E-9,1.11792E-9,1.11643E-9,1.10566E-9,1.13137E-9,1.10814E-9,1.12409E-9,1.11621E-9,1.11250E-9,1.11294E-9,1.12925E-9,1.11516E-9,1.10792E-9,1.09178E-9,1.10956E-9,1.10262E-9,1.14104E-9,1.11970E-9,1.11674E-9,1.10270E-9,1.11948E-9,1.11447E-9,1.11299E-9,1.10219E-9,1.12789E-9,1.10467E-9,1.12065E-9,1.11274E-9,1.10905E-9,1.10949E-9,1.12577E-9,1.11173E-9,1.10446E-9,1.08837E-9,1.10634E-9,1.09938E-9,1.13776E-9,1.11642E-9,1.11346E-9,1.09947E-9,1.11621E-9,1.11123E-9,1.10975E-9,1.09891E-9,1.12461E-9,1.10139E-9,1.11741E-9,1.10946E-9,1.10578E-9,1.10624E-9,1.12249E-9,1.10849E-9,1.10119E-9,1.08514E-9
1.25893E6,1.11299E-9,1.10607E-9,1.14452E-9,1.12317E-9,1.12022E-9,1.10612E-9,1.12295E-9,1.11792E-9,1.11644E-9,1.10566E-9,1.13138E-9,1.10815E-9,1.12409E-9,1.11621E-9,1.11251E-9,1.11294E-9,1.12925E-9,1.11517E-9,1.10793E-9,1.09179E-9,1.10957E-9,1.10263E-9,1.14104E-9,1.11970E-9,1.11674E-9,1.10269E-9,1.11948E-9,1.11448E-9,1.11300E-9,1.10219E-9,1.12790E-9,1.10467E-9,1.12065E-9,1.11274E-9,1.10905E-9,1.10949E-9,1.12577E-9,1.11173E-9,1.10446E-9,1.08837E-9,1.10635E-9,1.09938E-9,1.13776E-9,1.11643E-9,1.11346E-9,1.09946E-9,1.11622E-9,1.11123E-9,1.10976E-9,1.09892E-9,1.12461E-9,1.10139E-9,1.11741E-9,1.10947E-9,1.10579E-9,1.10624E-9,1.12250E-9,1.10850E-9,1.10120E-9,1.08515E-9
1.58489E6,1.11300E-9,1.10608E-9,1.14453E-9,1.12318E-9,1.12023E-9,1.10613E-9,1.12296E-9,1.11793E-9,1.11645E-9,1.10567E-9,1.13139E-9,1.10816E-9,1.12410E-9,1.11622E-9,1.11252E-9,1.11294E-9,1.12926E-9,1.11518E-9,1.10794E-9,1.09179E-9,1.10958E-9,1.10263E-9,1.14105E-9,1.11971E-9,1.11675E-9,1.10270E-9,1.11949E-9,1.11449E-9,1.11301E-9,1.10220E-9,1.12791E-9,1.10468E-9,1.12066E-9,1.11275E-9,1.10906E-9,1.10949E-9,1.12579E-9,1.11174E-9,1.10447E-9,1.08838E-9,1.10636E-9,1.09939E-9,1.13777E-9,1.11644E-9,1.11347E-9,1.09947E-9,1.11622E-9,1.11124E-9,1.10977E-9,1.09893E-9,1.12462E-9,1.10140E-9,1.11741E-9,1.10948E-9,1.10580E-9,1.10624E-9,1.12251E-9,1.10851E-9,1.10121E-9,1.08516E-9
1.99526E6,1.11302E-9,1.10609E-9,1.14455E-9,1.12320E-9,1.12025E-9,1.10614E-9,1.12297E-9,1.11795E-9,1.11647E-9,1.10569E-9,1.13140E-9,1.10818E-9,1.12411E-9,1.11624E-9,1.11254E-9,1.11295E-9,1.12928E-9,1.11519E-9,1.10795E-9,1.09181E-9,1.10960E-9,1.10265E-9,1.14107E-9,1.11973E-9,1.11677E-9,1.10271E-9,1.11951E-9,1.11451E-9,1.11303E-9,1.10222E-9,1.12792E-9,1.10470E-9,1.12067E-9,1.11277E-9,1.10908E-9,1.10951E-9,1.12580E-9,1.11176E-9,1.10449E-9,1.08839E-9,1.10638E-9,1.09940E-9,1.13779E-9,1.11645E-9,1.11349E-9,1.09948E-9,1.11624E-9,1.11126E-9,1.10979E-9,1.09894E-9,1.12464E-9,1.10142E-9,1.11743E-9,1.10949E-9,1.10582E-9,1.10625E-9,1.12252E-9,1.10852E-9,1.10122E-9,1.08517E-9
2.51189E6,1.11305E-9,1.10612E-9,1.14458E-9,1.12322E-9,1.12027E-9,1.10617E-9,1.12300E-9,1.11798E-9,1.11650E-9,1.10571E-9,1.13143E-9,1.10820E-9,1.12414E-9,1.11627E-9,1.11256E-9,1.11298E-9,1.12931E-9,1.11522E-9,1.10798E-9,1.09184E-9,1.10963E-9,1.10267E-9,1.14110E-9,1.11975E-9,1.11680E-9,1.10274E-9,1.11954E-9,1.11454E-9,1.11305E-9,1.10224E-9,1.12795E-9,1.10473E-9,1.12070E-9,1.11280E-9,1.10911E-9,1.10953E-9,1.12583E-9,1.11178E-9,1.10452E-9,1.08842E-9,1.10641E-9,1.09943E-9,1.13782E-9,1.11648E-9,1.11352E-9,1.09951E-9,1.11627E-9,1.11129E-9,1.10981E-9,1.09897E-9,1.12467E-9,1.10145E-9,1.11745E-9,1.10952E-9,1.10584E-9,1.10628E-9,1.12255E-9,1.10855E-9,1.10125E-9,1.08520E-9
3.16228E6,1.11310E-9,1.10616E-9,1.14463E-9,1.12327E-9,1.12032E-9,1.10621E-9,1.12305E-9,1.11803E-9,1.11654E-9,1.10576E-9,1.13148E-9,1.10825E-9,1.12419E-9,1.11631E-9,1.11261E-9,1.11303E-9,1.12936E-9,1.11526E-9,1.10803E-9,1.09188E-9,1.10967E-9,1.10272E-9,1.14115E-9,1.11980E-9,1.11684E-9,1.10279E-9,1.11958E-9,1.11458E-9,1.11310E-9,1.10229E-9,1.12800E-9,1.10477E-9,1.12075E-9,1.11284E-9,1.10915E-9,1.10958E-9,1.12588E-9,1.11183E-9,1.10456E-9,1.08846E-9,1.10645E-9,1.09947E-9,1.13787E-9,1.11653E-9,1.11356E-9,1.09955E-9,1.11631E-9,1.11134E-9,1.10986E-9,1.09901E-9,1.12471E-9,1.10149E-9,1.11750E-9,1.10957E-9,1.10589E-9,1.10632E-9,1.12260E-9,1.10859E-9,1.10130E-9,1.08524E-9
3.98107E6,1.11317E-9,1.10623E-9,1.14471E-9,1.12334E-9,1.12039E-9,1.10629E-9,1.12312E-9,1.11810E-9,1.11662E-9,1.10583E-9,1.13155E-9,1.10832E-9,1.12426E-9,1.11639E-9,1.11269E-9,1.11310E-9,1.12944E-9,1.11533E-9,1.10810E-9,1.09195E-9,1.10975E-9,1.10279E-9,1.14123E-9,1.11987E-9,1.11691E-9,1.10286E-9,1.11965E-9,1.11466E-9,1.11317E-9,1.10235E-9,1.12807E-9,1.10484E-9,1.12082E-9,1.11291E-9,1.10923E-9,1.10965E-9,1.12596E-9,1.11190E-9,1.10464E-9,1.08853E-9,1.10653E-9,1.09954E-9,1.13795E-9,1.11660E-9,1.11363E-9,1.09963E-9,1.11638E-9,1.11141E-9,1.10993E-9,1.09908E-9,1.12479E-9,1.10156E-9,1.11757E-9,1.10964E-9,1.10597E-9,1.10640E-9,1.12268E-9,1.10866E-9,1.10137E-9,1.08531E-9
5.01187E6,1.11330E-9,1.10634E-9,1.14484E-9,1.12346E-9,1.12050E-9,1.10641E-9,1.12323E-9,1.11822E-9,1.11673E-9,1.10594E-9,1.13167E-9,1.10843E-9,1.12439E-9,1.11650E-9,1.11281E-9,1.11322E-9,1.12956E-9,1.11545E-9,1.10822E-9,1.09206E-9,1.10987E-9,1.10290E-9,1.14136E-9,1.11999E-9,1.11703E-9,1.10298E-9,1.11976E-9,1.11478E-9,1.11329E-9,1.10246E-9,1.12819E-9,1.10496E-9,1.12094E-9,1.11303E-9,1.10935E-9,1.10977E-9,1.12608E-9,1.11201E-9,1.10475E-9,1.08864E-9,1.10665E-9,1.09965E-9,1.13807E-9,1.11672E-9,1.11375E-9,1.09975E-9,1.11649E-9,1.11153E-9,1.11005E-9,1.09919E-9,1.12491E-9,1.10167E-9,1.11769E-9,1.10975E-9,1.10609E-9,1.10652E-9,1.12280E-9,1.10877E-9,1.10148E-9,1.08542E-9
6.30957E6,1.11349E-9,1.10652E-9,1.14504E-9,1.12365E-9,1.12069E-9,1.10659E-9,1.12341E-9,1.11841E-9,1.11692E-9,1.10611E-9,1.13186E-9,1.10861E-9,1.12458E-9,1.11669E-9,1.11300E-9,1.11342E-9,1.12975E-9,1.11563E-9,1.10840E-9,1.09223E-9,1.11007E-9,1.10308E-9,1.14156E-9,1.12018E-9,1.11721E-9,1.10316E-9,1.11994E-9,1.11497E-9,1.11348E-9,1.10264E-9,1.12838E-9,1.10514E-9,1.12113E-9,1.11321E-9,1.10954E-9,1.10996E-9,1.12627E-9,1.11219E-9,1.10493E-9,1.08881E-9,1.10685E-9,1.09983E-9,1.13827E-9,1.11691E-9,1.11392E-9,1.09993E-9,1.11667E-9,1.11172E-9,1.11023E-9,1.09936E-9,1.12509E-9,1.10185E-9,1.11789E-9,1.10994E-9,1.10627E-9,1.10671E-9,1.12299E-9,1.10895E-9,1.10166E-9,1.08559E-9
7.94328E6,1.11380E-9,1.10681E-9,1.14536E-9,1.12396E-9,1.12097E-9,1.10689E-9,1.12370E-9,1.11871E-9,1.11722E-9,1.10639E-9,1.13216E-9,1.10890E-9,1.12489E-9,1.11698E-9,1.11330E-9,1.11372E-9,1.13006E-9,1.11591E-9,1.10869E-9,1.09250E-9,1.11037E-9,1.10336E-9,1.14187E-9,1.12048E-9,1.11749E-9,1.10346E-9,1.12023E-9,1.11526E-9,1.11377E-9,1.10291E-9,1.12868E-9,1.10542E-9,1.12144E-9,1.11350E-9,1.10984E-9,1.11027E-9,1.12657E-9,1.11247E-9,1.10522E-9,1.08908E-9,1.10715E-9,1.10012E-9,1.13858E-9,1.11721E-9,1.11421E-9,1.10022E-9,1.11696E-9,1.11202E-9,1.11053E-9,1.09963E-9,1.12539E-9,1.10213E-9,1.11819E-9,1.11022E-9,1.10657E-9,1.10701E-9,1.12329E-9,1.10923E-9,1.10195E-9,1.08586E-9
10.0000E6,1.11429E-9,1.10727E-9,1.14586E-9,1.12444E-9,1.12143E-9,1.10735E-9,1.12416E-9,1.11919E-9,1.11769E-9,1.10682E-9,1.13264E-9,1.10935E-9,1.12539E-9,1.11743E-9,1.11377E-9,1.11419E-9,1.13054E-9,1.11636E-9,1.10915E-9,1.09293E-9,1.11085E-9,1.10382E-9,1.14237E-9,1.12096E-9,1.11794E-9,1.10392E-9,1.12068E-9,1.11573E-9,1.11424E-9,1.10334E-9,1.12915E-9,1.10586E-9,1.12193E-9,1.11395E-9,1.11031E-9,1.11074E-9,1.12705E-9,1.11292E-9,1.10568E-9,1.08951E-9,1.10763E-9,1.10057E-9,1.13908E-9,1.11768E-9,1.11466E-9,1.10068E-9,1.11741E-9,1.11248E-9,1.11099E-9,1.10007E-9,1.12586E-9,1.10258E-9,1.11868E-9,1.11067E-9,1.10704E-9,1.10748E-9,1.12376E-9,1.10968E-9,1.10241E-9,1.08628E-9
12.5893E6,1.11505E-9,1.10799E-9,1.14664E-9,1.12520E-9,1.12215E-9,1.10808E-9,1.12488E-9,1.11993E-9,1.11843E-9,1.10751E-9,1.13339E-9,1.11005E-9,1.12617E-9,1.11816E-9,1.11451E-9,1.11494E-9,1.13129E-9,1.11708E-9,1.10988E-9,1.09360E-9,1.11161E-9,1.10454E-9,1.14314E-9,1.12171E-9,1.11866E-9,1.10463E-9,1.12140E-9,1.11648E-9,1.11498E-9,1.10403E-9,1.12990E-9,1.10656E-9,1.12272E-9,1.11467E-9,1.11104E-9,1.11147E-9,1.12780E-9,1.11363E-9,1.10640E-9,1.09017E-9,1.10838E-9,1.10128E-9,1.13985E-9,1.11843E-9,1.11537E-9,1.10140E-9,1.11812E-9,1.11322E-9,1.11173E-9,1.10075E-9,1.12661E-9,1.10327E-9,1.11946E-9,1.11139E-9,1.10777E-9,1.10821E-9,1.12451E-9,1.11038E-9,1.10313E-9,1.08694E-9
15.8489E6,1.11625E-9,1.10914E-9,1.14787E-9,1.12640E-9,1.12329E-9,1.10921E-9,1.12602E-9,1.12111E-9,1.11961E-9,1.10860E-9,1.13458E-9,1.11116E-9,1.12742E-9,1.11929E-9,1.11568E-9,1.11610E-9,1.13248E-9,1.11820E-9,1.11103E-9,1.09466E-9,1.11280E-9,1.10567E-9,1.14436E-9,1.12290E-9,1.11979E-9,1.10576E-9,1.12253E-9,1.11764E-9,1.11614E-9,1.10511E-9,1.13108E-9,1.10766E-9,1.12395E-9,1.11579E-9,1.11220E-9,1.11263E-9,1.12898E-9,1.11474E-9,1.10754E-9,1.09122E-9,1.10957E-9,1.10242E-9,1.14107E-9,1.11962E-9,1.11649E-9,1.10251E-9,1.11925E-9,1.11438E-9,1.11288E-9,1.10182E-9,1.12778E-9,1.10436E-9,1.12069E-9,1.11251E-9,1.10893E-9,1.10936E-9,1.12569E-9,1.11149E-9,1.10426E-9,1.08799E-9
19.9526E6,1.11812E-9,1.11093E-9,1.14980E-9,1.12828E-9,1.12507E-9,1.11098E-9,1.12781E-9,1.12295E-9,1.12145E-9,1.11031E-9,1.13645E-9,1.11289E-9,1.12937E-9,1.12107E-9,1.11751E-9,1.11792E-9,1.13435E-9,1.11997E-9,1.11283E-9,1.09631E-9,1.11466E-9,1.10746E-9,1.14628E-9,1.12478E-9,1.12156E-9,1.10752E-9,1.12431E-9,1.11947E-9,1.11797E-9,1.10680E-9,1.13293E-9,1.10938E-9,1.12589E-9,1.11756E-9,1.11402E-9,1.11443E-9,1.13084E-9,1.11650E-9,1.10933E-9,1.09286E-9,1.11143E-9,1.10419E-9,1.14297E-9,1.12148E-9,1.11825E-9,1.10426E-9,1.12102E-9,1.11620E-9,1.11470E-9,1.10351E-9,1.12963E-9,1.10608E-9,1.12262E-9,1.11426E-9,1.11074E-9,1.11115E-9,1.12754E-9,1.11324E-9,1.10604E-9,1.08962E-9
25.1189E6,1.12105E-9,1.11374E-9,1.15281E-9,1.13122E-9,1.12786E-9,1.11374E-9,1.13061E-9,1.12582E-9,1.12432E-9,1.11299E-9,1.13936E-9,1.11560E-9,1.13241E-9,1.12384E-9,1.12037E-9,1.12075E-9,1.13727E-9,1.12273E-9,1.11564E-9,1.09888E-9,1.11757E-9,1.11024E-9,1.14926E-9,1.12770E-9,1.12432E-9,1.11025E-9,1.12708E-9,1.12232E-9,1.12081E-9,1.10946E-9,1.13583E-9,1.11206E-9,1.12891E-9,1.12031E-9,1.11685E-9,1.11724E-9,1.13373E-9,1.11924E-9,1.11212E-9,1.09541E-9,1.11432E-9,1.10697E-9,1.14594E-9,1.12440E-9,1.12101E-9,1.10699E-9,1.12378E-9,1.11904E-9,1.11754E-9,1.10615E-9,1.13251E-9,1.10875E-9,1.12564E-9,1.11700E-9,1.11356E-9,1.11395E-9,1.13042E-9,1.11597E-9,1.10882E-9,1.09216E-9
31.6228E6,1.12557E-9,1.11807E-9,1.15747E-9,1.13578E-9,1.13219E-9,1.11800E-9,1.13493E-9,1.13026E-9,1.12876E-9,1.11714E-9,1.14387E-9,1.11979E-9,1.13712E-9,1.12814E-9,1.12479E-9,1.12513E-9,1.14178E-9,1.12700E-9,1.11999E-9,1.10287E-9,1.12206E-9,1.11454E-9,1.15390E-9,1.13222E-9,1.12862E-9,1.11449E-9,1.13137E-9,1.12673E-9,1.12522E-9,1.11358E-9,1.14030E-9,1.11622E-9,1.13359E-9,1.12458E-9,1.12125E-9,1.12159E-9,1.13822E-9,1.12348E-9,1.11643E-9,1.09937E-9,1.11880E-9,1.11126E-9,1.15056E-9,1.12890E-9,1.12529E-9,1.11121E-9,1.12805E-9,1.12343E-9,1.12193E-9,1.11026E-9,1.13697E-9,1.11289E-9,1.13030E-9,1.12126E-9,1.11794E-9,1.11828E-9,1.13489E-9,1.12019E-9,1.11312E-9,1.09611E-9
39.8107E6,1.13247E-9,1.12469E-9,1.16462E-9,1.14274E-9,1.13883E-9,1.12453E-9,1.14153E-9,1.13704E-9,1.13554E-9,1.12353E-9,1.15076E-9,1.12621E-9,1.14429E-9,1.13473E-9,1.13157E-9,1.13182E-9,1.14871E-9,1.13353E-9,1.12664E-9,1.10897E-9,1.12892E-9,1.12112E-9,1.16100E-9,1.13913E-9,1.13522E-9,1.12097E-9,1.13793E-9,1.13347E-9,1.13196E-9,1.11993E-9,1.14714E-9,1.12260E-9,1.14072E-9,1.13112E-9,1.12798E-9,1.12823E-9,1.14509E-9,1.12996E-9,1.12304E-9,1.10543E-9,1.12564E-9,1.11782E-9,1.15763E-9,1.13580E-9,1.13186E-9,1.11767E-9,1.13458E-9,1.13015E-9,1.12864E-9,1.11658E-9,1.14378E-9,1.11924E-9,1.13741E-9,1.12777E-9,1.12466E-9,1.12490E-9,1.14174E-9,1.12665E-9,1.11970E-9,1.10215E-9
50.1187E6,1.14285E-9,1.13463E-9,1.17542E-9,1.15321E-9,1.14888E-9,1.13434E-9,1.15145E-9,1.14724E-9,1.14575E-9,1.13323E-9,1.16111E-9,1.13589E-9,1.15506E-9,1.14468E-9,1.14180E-9,1.14187E-9,1.15915E-9,1.14334E-9,1.13665E-9,1.11816E-9,1.13923E-9,1.13101E-9,1.17173E-9,1.14954E-9,1.14520E-9,1.13072E-9,1.14778E-9,1.14360E-9,1.14210E-9,1.12956E-9,1.15743E-9,1.13221E-9,1.15142E-9,1.14100E-9,1.13815E-9,1.13822E-9,1.15547E-9,1.13970E-9,1.13299E-9,1.11456E-9,1.13593E-9,1.12769E-9,1.16833E-9,1.14618E-9,1.14180E-9,1.12740E-9,1.14439E-9,1.14025E-9,1.13874E-9,1.12618E-9,1.15403E-9,1.12881E-9,1.14808E-9,1.13762E-9,1.13480E-9,1.13486E-9,1.15209E-9,1.13636E-9,1.12962E-9,1.11127E-9
63.0957E6,1.15811E-9,1.14927E-9,1.19141E-9,1.16864E-9,1.16378E-9,1.14881E-9,1.16605E-9,1.16225E-9,1.16079E-9,1.14766E-9,1.17636E-9,1.15019E-9,1.17089E-9,1.15938E-9,1.15693E-9,1.15665E-9,1.17459E-9,1.15779E-9,1.15143E-9,1.13173E-9,1.15441E-9,1.14556E-9,1.18762E-9,1.16489E-9,1.16001E-9,1.14511E-9,1.16229E-9,1.15852E-9,1.15704E-9,1.14391E-9,1.17258E-9,1.14642E-9,1.16716E-9,1.15561E-9,1.15320E-9,1.15292E-9,1.17082E-9,1.15407E-9,1.14768E-9,1.12805E-9,1.15109E-9,1.14223E-9,1.18418E-9,1.16149E-9,1.15657E-9,1.14176E-9,1.15886E-9,1.15514E-9,1.15364E-9,1.14049E-9,1.16915E-9,1.14298E-9,1.16380E-9,1.15219E-9,1.14982E-9,1.14953E-9,1.16741E-9,1.15069E-9,1.14428E-9,1.12474E-9
